1065.21 1047.81
1068.14 1050.64
1071.07 1053.47
1073.99 1056.3
1076.92 1059.13
1079.85 1061.96
1082.77 1064.79
1085.7 1067.62
1088.62 1070.44
1091.55 1073.27
1094.48 1076.1
1097.4 1078.93
1100.33 1081.76
1103.26 1084.58
1106.18 1087.41
1109.11 1090.24
1112.04 1093.07
1114.96 1095.89
1117.89 1098.72
1120.82 1101.54
1123.74 1104.37
1126.67 1107.2
1129.59 1110.02
1132.52 1112.84
1135.45 1115.67
1138.37 1118.49
1141.3 1121.32
1144.23 1124.14
1147.15 1126.97
1150.08 1129.79
1153.01 1132.61
1155.93 1135.43
1158.86 1138.26
1161.78 1141.08
1164.71 1143.9
1167.64 1146.72
1170.56 1149.54
1173.49 1152.37
1176.42 1155.19
1179.34 1158.01
1182.27 1160.83
1185.2 1163.65
1188.12 1166.47
1191.05 1169.29
1193.98 1172.11
1196.9 1174.93
1199.83 1177.74
1202.75 1180.56
1205.68 1183.38
1208.61 1186.2
1211.53 1189.02
1214.46 1191.83
1217.39 1194.65
1220.31 1197.47
1223.24 1200.29
1226.17 1203.1
1229.09 1205.92
1232.02 1208.73
1234.95 1211.55
1237.87 1214.36
1240.8 1217.18
1243.72 1219.99
1246.65 1222.81
1249.58 1225.62
1252.5 1228.44
1255.43 1231.25
1258.36 1234.07
1261.28 1236.88
1264.21 1239.69
1267.14 1242.5
1270.06 1245.32
1272.99 1248.13
1275.91 1250.94
1278.84 1253.75
1281.77 1256.56
1284.69 1259.38
1287.62 1262.19
1290.55 1265
1293.47 1267.81
1296.4 1270.62
1299.33 1273.43
1302.25 1276.24
1305.18 1279.05
1308.11 1281.86
1311.03 1284.66
1313.96 1287.47
1316.88 1290.28
1319.81 1293.09
1322.74 1295.9
1325.66 1298.7
1328.59 1301.51
1331.52 1304.32
1334.44 1307.13
1337.37 1309.93
1340.3 1312.74
1343.22 1315.54
1346.15 1318.35
1349.08 1321.16
1352 1323.96
1354.93 1326.77
1357.85 1329.57
1360.78 1332.37
1363.71 1335.18
1366.63 1337.98
1369.56 1340.79
1372.49 1343.59
1375.41 1346.39
1378.34 1349.2
1381.27 1352
1384.19 1354.8
1387.12 1357.6
1390.04 1360.4
1392.97 1363.21
1395.9 1366.01
1398.82 1368.81
1401.75 1371.61
1404.68 1374.41
1407.6 1377.21
1410.53 1380.01
1413.46 1382.81
1416.38 1385.61
1419.31 1388.41
1422.24 1391.21
1425.16 1394
1428.09 1396.8
1431.01 1399.6
1433.94 1402.4
1436.87 1405.2
1439.79 1407.99
1442.72 1410.79
1445.65 1413.59
1448.57 1416.38
1451.5 1419.18
1454.43 1421.98
1457.35 1424.77
1460.28 1427.57
1463.21 1430.36
1466.13 1433.16
1469.06 1435.95
1471.98 1438.75
1474.91 1441.54
1477.84 1444.33
1480.76 1447.13
1483.69 1449.92
1486.62 1452.71
1489.54 1455.51
1492.47 1458.3
1495.4 1461.09
1498.32 1463.88
1501.25 1466.67
1504.17 1469.47
1507.1 1472.26
1510.03 1475.05
1512.95 1477.84
1515.88 1480.63
1518.81 1483.42
1521.73 1486.21
1524.66 1489
1527.59 1491.79
1530.51 1494.58
1533.44 1497.37
1536.37 1500.16
1539.29 1502.94
1542.22 1505.73
1545.14 1508.52
1548.07 1511.31
1551 1514.09
1553.92 1516.88
1556.85 1519.67
1559.78 1522.45
1562.7 1525.24
1565.63 1528.03
1568.56 1530.81
1571.48 1533.6
1574.41 1536.38
1577.34 1539.17
1580.26 1541.95
1583.19 1544.74
1586.11 1547.52
1589.04 1550.31
1591.97 1553.09
1594.89 1555.87
1597.82 1558.66
1600.75 1561.44
1603.67 1564.22
1606.6 1567
1609.53 1569.78
1612.45 1572.57
1615.38 1575.35
1618.3 1578.13
1621.23 1580.91
1624.16 1583.69
1627.08 1586.47
1630.01 1589.25
1632.94 1592.03
1635.86 1594.81
1638.79 1597.59
1641.72 1600.37
1644.64 1603.15
1647.57 1605.93
1650.5 1608.71
1653.42 1611.48
1656.35 1614.26
1659.27 1617.04
1662.2 1619.82
1665.13 1622.59
1668.05 1625.37
1670.98 1628.15
1673.91 1630.92
1676.83 1633.7
1679.76 1636.47
1682.69 1639.25
1685.61 1642.03
1688.54 1644.8
1691.47 1647.58
1694.39 1650.35
1697.32 1653.12
1700.24 1655.9
1703.17 1658.67
1706.1 1661.44
1709.02 1664.22
1711.95 1666.99
1714.88 1669.76
