0 0
2.92641 2.92628
5.85282 5.8523
8.77923 8.77805
11.7056 11.7035
14.6321 14.6288
17.5585 17.5537
20.4849 20.4784
23.4113 23.4029
26.3377 26.3271
29.2641 29.251
32.1905 32.1746
35.1169 35.098
38.0433 38.0211
40.9697 40.944
43.8962 43.8666
46.8226 46.7889
49.749 49.711
52.6754 52.6328
55.6018 55.5544
58.5282 58.4757
61.4546 61.3967
64.381 64.3174
67.3074 67.2379
70.2338 70.1582
73.1603 73.0782
76.0867 75.9979
79.0131 78.9173
81.9395 81.8365
84.8659 84.7554
87.7923 87.6741
90.7187 90.5925
93.6451 93.5106
96.5715 96.4285
99.498 99.3461
102.424 102.263
105.351 105.181
108.277 108.097
111.204 111.014
114.13 113.93
117.056 116.846
119.983 119.762
122.909 122.677
125.836 125.593
128.762 128.508
131.688 131.422
134.615 134.337
137.541 137.251
140.468 140.165
143.394 143.079
146.321 145.992
149.247 148.905
152.173 151.818
155.1 154.731
158.026 157.643
160.953 160.555
163.879 163.467
166.805 166.379
169.732 169.29
172.658 172.201
175.585 175.112
178.511 178.022
181.437 180.932
184.364 183.842
187.29 186.752
190.217 189.662
193.143 192.571
196.069 195.48
198.996 198.388
201.922 201.297
204.849 204.205
207.775 207.113
210.702 210.021
213.628 212.928
216.554 215.835
219.481 218.742
222.407 221.648
225.334 224.555
228.26 227.461
231.186 230.367
234.113 233.272
237.039 236.177
239.966 239.082
242.892 241.987
245.818 244.891
248.745 247.796
251.671 250.7
254.598 253.603
257.524 256.507
260.451 259.41
263.377 262.313
266.303 265.215
269.23 268.118
272.156 271.02
275.083 273.922
278.009 276.823
280.935 279.725
283.862 282.626
286.788 285.526
289.715 288.427
292.641 291.327
295.567 294.227
298.494 297.127
301.42 300.027
304.347 302.926
307.273 305.825
310.2 308.723
313.126 311.622
316.052 314.52
318.979 317.418
321.905 320.316
324.832 323.213
327.758 326.11
330.684 329.007
333.611 331.903
336.537 334.8
339.464 337.696
342.39 340.592
345.316 343.487
348.243 346.382
351.169 349.277
354.096 352.172
357.022 355.067
359.948 357.961
362.875 360.855
365.801 363.749
368.728 366.642
371.654 369.535
374.581 372.428
377.507 375.321
380.433 378.213
383.36 381.105
386.286 383.997
389.213 386.889
392.139 389.78
395.065 392.671
397.992 395.562
400.918 398.452
403.845 401.343
406.771 404.233
409.697 407.123
412.624 410.012
415.55 412.901
418.477 415.79
421.403 418.679
424.33 421.567
427.256 424.456
430.182 427.343
433.109 430.231
436.035 433.119
438.962 436.006
441.888 438.892
444.814 441.779
447.741 444.665
450.667 447.552
453.594 450.437
456.52 453.323
459.446 456.208
462.373 459.093
465.299 461.978
468.226 464.862
471.152 467.747
474.078 470.631
477.005 473.514
479.931 476.398
482.858 479.281
485.784 482.164
488.711 485.047
491.637 487.929
494.563 490.811
497.49 493.693
500.416 496.575
503.343 499.456
506.269 502.337
509.195 505.218
512.122 508.098
515.048 510.979
517.975 513.859
520.901 516.739
523.827 519.618
526.754 522.497
529.68 525.376
532.607 528.255
535.533 531.134
538.46 534.012
541.386 536.89
544.312 539.767
547.239 542.645
550.165 545.522
553.092 548.399
556.018 551.275
558.944 554.152
561.871 557.028
564.797 559.904
567.724 562.779
570.65 565.655
573.576 568.53
576.503 571.404
579.429 574.279
582.356 577.153
585.282 580.027
588.208 582.901
591.135 585.774
594.061 588.647
596.988 591.52
599.914 594.393
602.841 597.266
605.767 600.138
608.693 603.01
611.62 605.881
614.546 608.753
617.473 611.624
620.399 614.495
623.325 617.365
626.252 620.235
629.178 623.105
632.105 625.975
635.031 628.845
637.957 631.714
640.884 634.583
643.81 637.452
646.737 640.32
649.663 643.188
652.59 646.056
655.516 648.924
658.442 651.792
661.369 654.659
664.295 657.526
667.222 660.392
670.148 663.259
673.074 666.125
676.001 668.991
678.927 671.856
681.854 674.721
684.78 677.586
687.706 680.451
690.633 683.316
693.559 686.18
696.486 689.044
699.412 691.908
702.338 694.771
705.265 697.635
708.191 700.497
711.118 703.36
714.044 706.223
716.971 709.085
719.897 711.947
722.823 714.808
725.75 717.67
728.676 720.531
731.603 723.392
734.529 726.252
737.455 729.113
740.382 731.973
743.308 734.832
746.235 737.692
749.161 740.551
752.087 743.41
755.014 746.269
757.94 749.128
760.867 751.986
763.793 754.844
766.72 757.701
769.646 760.559
772.572 763.416
775.499 766.273
778.425 769.13
781.352 771.986
784.278 774.842
787.204 777.698
790.131 780.554
793.057 783.409
795.984 786.264
798.91 789.119
801.836 791.973
804.763 794.828
807.689 797.682
810.616 800.535
813.542 803.389
816.468 806.242
819.395 809.095
822.321 811.948
825.248 814.8
828.174 817.652
831.101 820.504
834.027 823.356
836.953 826.207
839.88 829.059
842.806 831.909
845.733 834.76
848.659 837.61
851.585 840.461
854.512 843.31
857.438 846.16
860.365 849.009
863.291 851.858
866.217 854.707
869.144 857.555
872.07 860.404
874.997 863.252
877.923 866.099
880.85 868.947
883.776 871.794
886.702 874.641
889.629 877.488
892.555 880.334
895.482 883.18
898.408 886.026
901.334 888.872
904.261 891.717
907.187 894.562
910.114 897.407
913.04 900.252
915.966 903.096
918.893 905.94
921.819 908.784
924.746 911.627
927.672 914.47
930.599 917.313
933.525 920.156
936.451 922.999
939.378 925.841
942.304 928.683
945.231 931.524
948.157 934.366
951.083 937.207
954.01 940.048
956.936 942.888
959.863 945.729
962.789 948.569
965.715 951.409
968.642 954.248
971.568 957.088
974.495 959.927
977.421 962.765
980.347 965.604
983.274 968.442
986.2 971.28
989.127 974.118
992.053 976.955
994.98 979.793
997.906 982.63
1000.83 985.466
1003.76 988.303
1006.69 991.139
1009.61 993.975
1012.54 996.81
1015.46 999.646
1018.39 1002.48
1021.32 1005.32
1024.24 1008.15
1027.17 1010.98
1030.1 1013.82
1033.02 1016.65
1035.95 1019.49
1038.88 1022.32
1041.8 1025.15
1044.73 1027.98
1047.65 1030.82
1050.58 1033.65
1053.51 1036.48
1056.43 1039.31
1059.36 1042.14
1062.29 1044.98
